source,target
Q7Z3K3,Q53HC5
Q7Z3K3,Q16082
Q7Z3K3,Q02447
Q7Z3K3,Q9Y485
Q7Z3K3,O00303
Q7Z3K3,Q6NVU6
Q7Z3K3,Q96D98
Q7Z3K3,Q9HB75
Q7Z3K3,Q5T013
Q7Z3K3,Q15038
Q7Z3K3,Q8IUC2
Q7Z3K3,O14964
Q7Z3K3,Q7Z6I5
Q7Z3K3,Q3LI66
Q7Z3K3,Q5BKX5
Q7Z3K3,Q99732
Q7Z3K3,Q2TAL8
Q7Z3K3,A8MV65
Q7Z3K3,Q9BYR7
Q7Z3K3,A4D2B0
Q7Z3K3,Q5SWW7
Q7Z3K3,P0C870
Q7Z3K3,-
Q7Z3K3,Q8IWL8
Q7Z3K3,P0CG21
Q9BUN1,Q04864
Q9BUN1,Q0VD86
Q9BUN1,P15884
Q9BUN1,Q5RI15
Q9UMX2,Q04864
Q9UMX2,Q96N21
Q9UMX2,Q6ZNG0
Q9UMX2,B2RXF5
Q8TAK5,Q17RB8
Q8TAK5,Q8NCE0
Q9NRG4,P20290
Q5VX71,Q9UHD9
Q9Y6W6,Q9BYR7
Q13625,Q96B97
Q13625,P58397
Q13625,O95817
Q13625,Q03014
Q13625,Q8TF42
Q13625,Q7Z6J0
Q13625,Q9UKG1
Q13625,O75031
Q13625,Q9BWG6
Q13625,Q8NA54
Q13625,P55040
Q13625,Q9HAC8
Q13625,Q9C0A6
Q13625,P00540
Q13625,Q9P1Z0
Q13625,Q9H8W4
Q13625,Q2TAC2
Q13625,Q86XF7
Q13625,O95057
Q13625,Q03252
Q13625,Q9H707
Q13625,Q96CN9
Q13625,Q8N3F0
Q13625,Q5VVQ6
Q13625,Q96B86
Q13625,Q7Z4V0
Q13625,Q96JP5
Q13625,A0MZ66
Q13625,Q6ZSG2
Q13625,A6NK89
Q13625,-
Q13625,Q8IYE1
Q13625,Q96GE4
Q13625,Q93079
Q13444,Q8WV41
P06753,O95295
P06753,P19237
P06753,Q969G5
P06753,P02671
P06753,Q6NSJ2
P06753,A8K0Z3
P06753,Q9BT49
O95295,Q68D86
O95295,Q9UJ41
O95295,Q96BD8
O95295,P49585
O95295,Q70UQ0
O95295,P67936
O95295,Q2M2I5
O95295,Q13515
O95295,P08727
O95295,P19012
O95295,P35900
O95295,Q7Z3Y8
O95295,Q8N9N5
O95295,Q8IYW4
O95295,Q9UPT5
O95295,Q7Z3Y9
O95295,A1L4K1
O95295,P08779
O95295,Q5JTB6
O95295,Q63ZY3
O95295,Q9H1M0
O95295,P07951
O95295,Q2T9L4
O95295,Q8IV53
O95295,A1L168
P31151,Q5SYC1
P31151,-
Q9NY26,Q9H2A7
Q9NY26,Q96EC8
Q9NY26,Q8IXB3
Q8TEY5,O43681
P52797,Q5TA81
P52797,Q07627
Q96PS8,Q8N9I0
Q96PS8,Q8N5K1
Q96PS8,Q96BA8
Q96PS8,O15173
Q96PS8,Q8WWF3
Q96PS8,Q9NY72
Q96PS8,O14524
Q96PS8,Q3SXY8
Q96PS8,O60883
Q96PS8,Q8TDT2
Q96PS8,Q9BQA9
Q96PS8,Q9NRX6
Q96PS8,P43631
Q9UGI6,P30273
Q8WXI9,Q9NPG2
Q8WXI9,Q86UR1
Q8WXI9,Q8N5A5
Q8WXI9,Q9Y4H4
Q8WXI9,P0C264
Q12905,Q0VD86
Q92963,Q3MIN7
P30613,Q9UBL6
Q8NDD1,P55040
Q8NDD1,Q92993
Q10471,Q9HC36
Q5SQN1,Q9HCJ2
Q5SQN1,Q9Y624
Q5SQN1,Q8N6L0
Q5SQN1,P41181
Q5SQN1,Q9H400
Q5SQN1,Q8IWR1
Q5SQN1,P02655
Q5SQN1,P55056
O15121,Q8WVX3
Q9NVF7,Q6P1K2
Q9NVF7,Q8N302
Q9NVF7,P17980
Q9NVF7,Q6NZI2
Q9NVF7,Q96CN9
Q9NVF7,Q9UPT5
Q9NVF7,Q9UI47
Q9NVF7,Q9NT22
Q9NVF7,A6NEM1
Q9P003,O00155
Q9P003,Q96NA8
P27987,Q9GZU7
P27987,Q8N9R8
P27987,Q9UHD9
Q8TBE1,P36021
Q8TBE1,P27105
Q8TBE1,Q96Q45
Q8TBE1,Q96L08
Q8TBE1,Q8TED1
Q8TBE1,Q4KMG9
Q8TBE1,O14524
Q8TBE1,P40198
Q8TBE1,P56880
Q8TBE1,Q8TBE3
Q8TBE1,Q8N386
Q8TBE1,Q96HE8
Q8TBE1,Q5JXX7
Q8TBE1,O15393
Q8TBE1,Q2M2E3
Q8TBE1,A8MZ59
Q8TBE1,Q9BZL3
Q9BU76,Q6ZUT1
Q9BU76,Q8TD10
Q9BU76,O75031
Q9BU76,Q92997
Q9BU76,Q96CW1
Q9BU76,Q9UK58
Q9BU76,Q96LM5
Q9BU76,Q8TA86
Q9BU76,Q5VSY0
Q9BU76,Q9H8W4
Q9BU76,Q8N9E0
Q9BU76,Q2KHN1
Q9BU76,Q66PJ3
Q9BU76,Q96MF2
Q9BU76,Q0VD86
Q9BU76,A6NEM1
Q9BU76,Q5HYN5
O14904,O43829
Q9UN79,Q8N3L3
Q9UN79,P56545
Q9UN79,Q96SQ5
Q9NVF9,P61978
Q9NVF9,A8MQ03
Q9NVF9,P59991
Q9Y2H5,Q9H832
Q8N9I0,Q13021
Q8N9I0,-
Q8N9I0,P78382
Q8N9I0,Q8IWU4
Q8N9I0,Q9BWH2
Q8N9I0,P11215
Q8N9I0,Q8N138
Q8N9I0,Q96G79
Q8N9I0,Q6UX40
Q8N9I0,O14493
Q8N9I0,Q8NBD8
Q8N9I0,Q9P0B6
Q8N9I0,Q5VZY2
Q8N9I0,O43561
Q96BM9,P07919
Q15084,Q96EQ0
Q15084,O43681
Q8NEY4,Q04864
Q8NEY4,Q5MJ09
Q8NEY4,P59991
P62158,Q96D03
P62158,Q8NA72
P62158,Q96L03
P62158,Q6X4W1
P62158,P59817
P62979,P54725
P62979,Q8N3F0
P62979,Q9UHD9
P62979,Q99732
P62308,Q13643
P62308,O95988
O76071,Q6ZSJ9
O76071,Q68CZ6
O76071,Q9NV44
Q8N9V6,Q8IVS8
Q9UHE5,Q3KNW5
Q9UHE5,Q15125
Q9UHE5,Q5SR56
Q9UHE5,Q96MV1
Q9UHE5,Q96BA8
Q9UHE5,Q96AN5
Q9UHE5,Q3SXY8
Q9UHE5,Q7Z5P4
Q9UHE5,Q6ZVE7
Q9UHE5,Q8TDT2
Q9UHE5,Q5JXX7
Q9UHE5,Q9Y320
Q9Y2D4,A0MZ66
Q8TD22,Q15125
Q8TD22,P27105
Q8TD22,Q96Q45
Q8TD22,Q96BA8
Q8TD22,Q8N661
Q8TD22,Q6ZT21
Q96JF0,Q9H2B4
Q96JF0,Q96Q45
Q96JF0,O15173
Q96JF0,Q8TED1
Q96JF0,Q9NP94
Q96JF0,-
Q96JF0,Q7Z5P4
Q96JF0,Q8TBE3
Q96JF0,Q8TF64
Q13021,Q3KNW5
Q13021,P12314
Q13021,P18859
Q13021,Q96BA8
Q13021,P16410
Q13021,O15173
Q13021,O95415
Q13021,Q7Z7G2
Q13021,Q96G97
Q13021,P16871
Q13021,Q3SXY8
Q13021,Q6ZP80
Q13021,Q8TBE3
Q13021,Q12983
Q13021,Q86T13
Q13021,Q96HE8
Q13021,Q8IV31
Q13021,Q5JXX7
Q13021,Q86WK6
Q13021,O95471
Q13021,Q8IX19
Q13021,P15941
Q13021,P21754
Q13021,Q9NZK7
Q13021,Q9NXB9
Q13021,Q9Y320
Q13021,O95484
Q13021,Q2HXU8
P11234,Q0VD86
Q16281,Q9NYP9
Q8N1E2,O95231
Q8N1E2,Q7Z7N9
Q6IQ16,Q02930
Q6IQ16,Q99836
Q6IQ16,P28702
-,Q8N5K1
-,Q5SR56
-,P27105
-,P48051
-,Q96P66
-,P43629
-,Q8TDT2
-,P57054
-,Q9Y320
Q99569,Q08379
Q9C0E8,O95070
Q9C0E8,Q9BVI4
Q9UIK5,Q96Q45
Q9UIK5,O75031
Q9UIK5,Q7Z5B4
Q9UIK5,P34981
Q9UIK5,Q7Z3S9
Q9UIK5,-
Q8TCD6,Q9BXJ5
Q8TCD6,P18859
Q8TCD6,Q5VSY0
Q8TCD6,Q15742
Q8TCD6,P21333
Q8TCD6,Q8WW01
P10809,A8MQ03
Q8NCX0,Q96JC9
Q8NCX0,Q99633
Q8NCX0,Q08379
Q8WXB1,Q8IXL7
Q8WXB1,Q6ZNG0
Q8WXB1,Q8N720
Q8WXB1,P59998
Q8WXB1,A8MW99
P49190,P63172
Q8N0X2,Q9BYD6
Q8N0X2,Q9Y2T2
Q8TEB9,Q96BA8
Q8TEB9,Q96DZ9
Q8TEB9,Q69YG0
Q8TEB9,Q8N661
Q8TEB9,Q8NEW7
Q8TEB9,Q99942
Q96HZ4,Q9NWQ9
Q96HZ4,P60411
Q6ZVH7,Q5SW96
Q6ZVH7,Q14140
Q9H9Q2,Q5H9J7
Q9GZU7,Q7Z7C7
Q9GZU7,O95817
Q9GZU7,Q7Z5V6
Q9GZU7,Q6NZ36
Q9GZU7,Q8WW24
Q9GZU7,Q9BWG6
Q9GZU7,P53672
Q9GZU7,Q8TBN0
Q9GZU7,Q9H0L4
Q9GZU7,P06239
Q9GZU7,Q9NZC7
Q9GZU7,Q86UR1
Q9GZU7,P02686
Q9GZU7,Q08043
Q96JC9,O95379
Q96JC9,Q5SQQ9
Q96JC9,Q86T90
Q96JC9,Q7Z6J0
Q96JC9,Q8TE85
Q96JC9,P19237
Q96JC9,O75031
Q96JC9,Q96CW1
Q96JC9,Q8N488
Q96JC9,O95125
Q96JC9,P52747
Q96JC9,Q5JQS6
Q96JC9,Q15560
Q96JC9,Q8N8X9
Q96JC9,Q6ZNG0
Q96JC9,Q8TAE8
Q96JC9,Q96MF2
Q96JC9,Q86W67
Q96JC9,A6NEM1
Q96JC9,Q6PI77
Q96JC9,Q92759
Q9Y6G9,P15259
O00590,P11836
O00590,Q9UKG4
O00590,Q0D2K0
O00590,P52803
O00590,Q9NTJ5
O00590,Q9NRX6
Q96S65,Q99633
Q96S65,P62136
Q96S65,Q96EZ8
Q96S65,P62140
Q9Y267,Q96HJ5
O15194,P02686
Q99469,Q08379
Q99469,P51692
Q99469,Q02548
Q99469,Q9H0X6
Q99469,Q7Z3S9
Q99469,-
Q6DN90,P43357
Q8TBC4,Q9BVJ7
P82094,Q96DZ9
Q96JA1,P41271
Q9HBL6,P21145
Q6AZW8,Q15973
Q6AZW8,Q15287
P27658,Q8WTU2
P27658,O76081
P27658,Q12837
P27658,Q93062
P27658,Q9NVL1
P27658,Q9NSB4
P27658,P98095
P27658,Q8NCR6
P27658,Q3KP22
P27658,P48059
P27658,Q6IA69
P27658,Q8TCV5
P27658,Q9NWN3
P27658,Q6RVD6
P27658,Q3LI66
P27658,Q07869
P27658,Q3LHN2
P27658,Q3LI72
P27658,Q9C004
P27658,Q9NRY6
P27658,Q9UHD9
P27658,Q5BKX5
P27658,Q6NX45
P27658,A8MQ03
P27658,Q9NP55
P27658,Q8IUC0
P27658,Q5T749
P27658,Q9BYQ3
P27658,P60328
P27658,Q6L8G9
P27658,Q9BYR7
P27658,-
P27658,Q8IUG1
P27658,Q3SY46
P27658,Q6P5X5
P27658,Q3SYF9
P27658,Q6L8G8
P27658,P26371
Q969Y0,Q6P4E1
Q969Y0,P60508
Q969Y0,Q6IN84
P54922,Q96BD6
Q9NT62,Q70IA6
Q9BWV1,Q8N9N5
Q6UXF1,Q13643
Q6UXF1,Q96EQ0
Q86YW9,P61024
Q86YW9,Q8IXL7
Q2T9K0,Q5JXX7
Q2T9K0,O95471
Q92622,Q6UB99
Q92622,Q3B820
Q92622,Q8N8B7
Q92622,Q8IZU0
Q92622,Q5T619
Q92622,P15622
P57738,Q96FZ5
P57738,O95393
P57738,P78382
P57738,Q96EC8
Q9BSH3,Q8N8Y2
Q9BSH3,Q7Z4N8
Q9BSH3,Q96A09
Q9BSH3,Q9BVN2
Q9BSH3,Q8N5M4
Q9BSH3,O43711
Q9BSH3,Q8NI38
Q9BSH3,Q15935
Q9BSH3,P0DI81
Q9BSH3,-
Q9Y2K9,Q9Y4H4
Q96CJ1,Q15560
Q96DZ7,Q8N6R1
Q96DZ7,Q96Q45
Q96DZ7,O95159
Q96DZ7,Q8WVX3
Q96DZ7,Q69YG0
Q96DZ7,O95167
Q96DZ7,Q96NA8
Q96DZ7,Q8TDT2
Q96DZ7,Q9BQA9
Q96DZ7,O00258
Q96DZ7,Q8N912
Q96DZ7,Q7Z7N9
Q96DZ7,P78329
Q96DZ7,Q96F15
Q96DZ7,Q9Y385
Q96DZ7,Q9P0B6
Q96DZ7,Q8N2H4
Q96DZ7,O95870
Q96DZ7,Q4LDR2
Q96DZ7,Q8WWP7
Q96DZ7,Q9NRX6
Q96DZ7,B2RUZ4
Q96DZ7,O75396
P52824,Q7Z3S9
P52824,-
Q9NX58,Q8N9Q2
Q9Y5Q5,Q8TED1
Q9Y5Q5,O00501
Q96EP9,A2RU14
Q96EP9,Q96G79
Q96EP9,Q96LL9
Q96EP9,P29400
Q96EP9,Q8N511
Q3KNW5,Q99650
Q3KNW5,A2RU14
Q3KNW5,Q8N2M4
Q3KNW5,Q6ZSS7
Q3KNW5,Q8N6R1
Q3KNW5,Q8N4L2
Q3KNW5,P11836
Q3KNW5,Q9BRI3
Q3KNW5,Q8WY98
Q3KNW5,P48449
Q3KNW5,Q8NHS1
Q3KNW5,Q96AN5
Q3KNW5,O95159
Q3KNW5,O95393
Q3KNW5,Q92903
Q3KNW5,Q96AG3
Q3KNW5,Q9H9B4
Q3KNW5,Q6PI78
Q3KNW5,Q9BWH2
Q3KNW5,Q86T03
Q3KNW5,Q96DZ9
Q3KNW5,Q7Z6L0
Q3KNW5,Q03518
Q3KNW5,Q9BTX3
Q3KNW5,Q8TBE7
Q3KNW5,P11215
Q3KNW5,P48230
Q3KNW5,P02724
Q3KNW5,P16278
Q3KNW5,Q96IV6
Q3KNW5,Q9UNK0
Q3KNW5,Q15041
Q3KNW5,Q0VAQ4
Q3KNW5,Q96NA8
Q3KNW5,Q96F05
Q3KNW5,Q9UBY5
Q3KNW5,Q9NZG7
Q3KNW5,Q9NYZ1
Q3KNW5,O14523
Q3KNW5,Q8TDV0
Q3KNW5,Q9H2C2
Q3KNW5,Q8NG98
Q3KNW5,Q14542
Q3KNW5,P17152
Q3KNW5,Q6UX40
Q3KNW5,Q8N661
Q3KNW5,Q96EC8
Q3KNW5,Q8N6L7
Q3KNW5,Q6N075
Q3KNW5,Q6UX34
Q3KNW5,Q4V9L6
Q3KNW5,Q6ZPD8
Q3KNW5,Q86W74
Q3KNW5,P78329
Q3KNW5,P54315
Q3KNW5,E9PQX1
Q3KNW5,Q969S6
Q3KNW5,Q6ZUI0
Q3KNW5,P29400
Q3KNW5,A0PK00
Q3KNW5,P05090
Q3KNW5,Q92520
Q3KNW5,Q9ULC5
Q3KNW5,Q8NBD8
Q3KNW5,Q8WW34
Q3KNW5,Q5QGT7
Q3KNW5,Q8TAC9
Q3KNW5,Q9Y385
Q3KNW5,Q9P0B6
Q3KNW5,Q5RI15
Q3KNW5,Q99519
Q3KNW5,Q9NZ42
Q3KNW5,Q9NTJ5
Q3KNW5,O95562
Q3KNW5,Q8WWP7
Q3KNW5,P57105
Q3KNW5,Q9NSU2
Q3KNW5,Q9Y3D6
Q3KNW5,Q9NWH2
Q3KNW5,Q969E2
Q3KNW5,B2RUZ4
Q3KNW5,O60831
Q3KNW5,Q9H0Q3
Q3KNW5,P13236
Q9NZF1,O95429
Q9NZF1,O14633
Q9NZF1,Q70EL1
Q9NZF1,Q96LM6
Q9NZF1,Q8IUB9
Q9NZF1,Q9NZC7
Q9NZF1,Q5TCM9
Q9NZF1,Q5T7P2
Q9NZF1,Q3LI70
Q9NZF1,Q5BKX5
Q9NZF1,Q5T751
Q9NZF1,A8MQ03
Q9NZF1,P59991
Q9UHY7,P59817
Q8TBZ6,Q9C029
Q9P2G9,Q8NBR0
Q9P2G9,P35219
Q8N5K1,Q9NVV5
Q8N5K1,Q9UHJ9
Q8N5K1,Q8N2M4
Q8N5K1,Q8N6R1
Q8N5K1,Q8WWT9
Q8N5K1,Q86UF1
Q8N5K1,O95393
Q8N5K1,Q8WVX3
Q8N5K1,P42857
Q8N5K1,Q8WWG1
Q8N5K1,O60883
Q8N5K1,Q9BTV4
Q8N5K1,Q96D05
Q8N5K1,O14523
Q8N5K1,Q14656
Q8N5K1,Q9BQA9
Q8N5K1,Q96EC8
Q8N5K1,Q6UX34
Q8N5K1,P01350
Q8N5K1,Q8N912
Q8N5K1,Q8N0U8
Q8N5K1,Q7Z4F1
Q8N5K1,Q5QGT7
Q8N5K1,Q5VZY2
Q8N5K1,Q969S0
Q8N5K1,B2RUZ4
Q8N5K1,P43631
Q96D03,Q8IYS1
Q96D03,Q9BRQ3
Q96D03,Q03393
Q96D03,Q8WXD5
Q96D03,Q96B23
Q96D03,Q8N9Q2
Q96D03,Q9UIL1
Q96D03,P49247
Q96D03,P07108
Q96D03,Q8N371
Q96D03,P61758
Q96D03,P57077
Q96D03,O95429
Q96D03,Q7Z7H3
Q96D03,P16118
Q96D03,Q9BVJ7
Q96D03,P32320
Q96D03,P62158
Q96D03,P57075
Q96D03,Q96PN8
Q96D03,Q6NZ36
Q96D03,Q6IPR3
Q96D03,Q9Y316
Q96D03,Q8WW24
Q96D03,Q15126
Q96D03,P50583
Q96D03,Q9NPG2
Q96D03,P25800
Q96D03,Q15555
Q96D03,Q13158
Q96D03,Q96KN1
Q96D03,O95833
Q96D03,P62310
Q96D03,Q9Y3B2
Q96D03,Q9UBY9
Q96D03,P07947
Q96D03,Q9NUJ3
Q96D03,Q8IUI8
Q96D03,P49760
Q96D03,Q9H322
Q96D03,P62993
Q96D03,Q9UBL6
Q96D03,Q86UV7
Q96D03,P49761
Q96D03,Q13064
Q96D03,Q9NWQ9
Q96D03,Q9UHX1
Q96D03,Q8WYJ6
Q96D03,Q5VVQ6
Q96D03,Q86WC6
Q96D03,Q63HM1
Q96D03,P57721
Q96D03,Q86WQ0
Q96D03,Q99719
Q96D03,Q96BJ3
Q96D03,Q13541
Q96D03,Q3MJ62
Q96D03,Q68J44
Q96D03,P49789
Q96D03,Q7L2R6
Q96D03,O75400
Q96D03,P21333
Q96D03,Q63ZY3
Q96D03,Q8WW01
Q96D03,Q8N339
Q96D03,Q6NVV7
Q96D03,Q6L8G9
Q96D03,Q8IZ13
Q96D03,P28065
Q96D03,Q7Z6K5
Q96D03,P0CB47
Q96D03,P0CG21
Q96CG3,Q96HA8
Q96CG3,Q9UBU9
Q96CG3,P54646
Q96CG3,P32969
Q96CG3,P57055
Q96CG3,Q63ZY3
Q70EK8,Q5PRF9
Q96HR8,Q8N9W6
Q96HR8,Q7Z6J0
Q96HR8,Q96A09
Q96HR8,Q9BTL3
Q96HR8,Q9Y5V3
Q96HR8,O75177
Q96HR8,Q3LI64
Q96HR8,Q3LI66
Q96HR8,Q7Z4W3
Q96HR8,Q3SYF9
Q96C74,P24588
Q96C74,Q86UN6
Q9NUU6,Q8IWU4
Q9NUU6,Q8N5M9
Q9NUU6,Q6ZVE7
Q9NUU6,Q5JXX7
Q9NUU6,Q8N661
Q9NUU6,Q8NBQ5
Q99650,Q9UHD9
Q99650,Q96EQ0
Q6ZUX7,P08034
Q6ZUX7,Q8TDT2
Q6ZUX7,Q6UX34
Q6ZUX7,P01350
Q6ZUX7,P36382
Q8N485,Q7Z589
Q8N485,Q96A04
O43314,Q92922
P20290,O60551
P20290,A8MTQ0
O95379,Q96S99
Q96JP0,Q9UDY8
Q96JP0,Q96MT8
O94817,Q9BTL4
O94817,Q14140
O94817,Q9UHV2
Q6ZT89,Q93062
Q6ZT89,Q3V5L5
Q6ZT89,O95967
Q6ZT89,Q2TAC2
Q6ZT89,A8MQ03
Q9BXJ5,Q7Z4N8
Q9BXJ5,P62760
Q9BXJ5,Q6UB99
Q9BXJ5,Q8N9N5
Q9BXJ5,Q8N8B7
Q9BXJ5,P06239
Q9BXJ5,Q9UHD9
Q9BXJ5,O95872
P23415,Q9Y5V3
Q15025,Q96NC0
Q15025,Q15007
Q15025,Q9UM82
Q15025,Q96PV6
Q15025,Q8N8B7
Q15025,Q9H7E9
Q15025,Q15038
Q15025,Q8IUC2
Q15025,Q3LI64
Q15025,Q3LI66
Q15025,Q3LI72
Q15025,A0MZ66
Q15025,Q96EZ8
Q15025,Q99732
Q15025,A8MQ03
Q15025,Q9BXW4
Q15025,-
Q15025,Q7Z4W3
Q15025,Q3SYF9
Q96RE9,Q15699
O15049,Q6P9H4
O15049,Q96HA8
O15049,Q96LX7
O15049,P57075
O15049,Q9BVN2
O15049,P0CG20
O15049,O14595
O15049,Q9H4P4
Q9NX24,Q9NPE3
Q96IK1,Q9H8W4
Q6PUV4,P40426
Q16558,Q9UNK0
Q9Y247,O75410
Q9Y247,Q8N6L0
Q9Y247,Q05D60
Q9Y247,P54257
Q9Y247,Q5VU43
Q9Y247,Q8N998
Q9Y247,Q8TD16
Q9Y247,O00629
Q9Y247,A1L4K1
Q9Y247,Q9BZL1
Q9Y247,Q8N1B4
Q9P0N9,Q9NR46
Q9P0N9,Q8TD10
Q9P0N9,Q9H3L0
Q9P0N9,P08727
Q9P0N9,O43805
Q9P0N9,O95751
Q9P0N9,Q0VD86
Q9P0N9,Q92764
O95363,O95429
O95363,Q92997
O95363,Q9H3M0
O95363,O43609
O95363,Q96N21
O95363,Q8NI38
O95363,Q8TF50
O95363,Q9BXL8
O95363,Q8N9N5
O95363,Q8NA61
O95363,O95070
O95363,A6NJZ7
O95363,Q7Z4V0
O95363,Q6ZPD8
O95363,Q5H9J7
O95363,A1L4K1
O95363,P60410
O95363,Q07627
O95363,A8MQ03
O95363,Q8N720
O95363,P07951
O95363,Q4G0S7
O95363,Q9BYR6
O95363,A8MV81
O95363,Q8IX15
O95363,Q9ULR0
Q9NXC2,P43360
O43300,A0PK00
O43300,P01375
Q96NC0,Q15742
Q96NC0,Q08379
Q96NC0,P54257
Q96NC0,Q8TD16
Q96NC0,Q63ZY3
Q96NC0,A6NEM1
Q96NC0,Q8WW01
Q9UHG0,Q8IY33
Q9UHG0,Q969H6
Q9UHG0,P61024
Q9UHG0,Q9BYG0
Q9UHG0,Q9BYQ3
Q9UHG0,Q14761
Q9UHG0,P26371
Q9UHG0,O94892
Q9C029,P57060
Q9C029,P07315
Q9C029,Q9Y281
Q9C029,Q8NBR0
Q9C029,Q96AH0
Q9C029,Q13671
Q9C029,P50895
Q9C029,Q7L8S5
Q9C029,Q9NWZ3
Q9C029,P29972
Q8WV44,Q9NYW8
Q8WV44,Q9GZV8
Q8WV44,Q8N3Z6
Q8WV44,Q6PK81
Q8WV44,Q96EG3
Q8WV44,Q96Q35
Q8WV44,P19237
Q8WV44,Q92997
Q8WV44,Q96CK0
Q8WV44,Q9Y577
Q8WV44,Q86SG2
Q8WV44,Q5VV52
Q8WV44,Q9P2Y4
Q8WV44,Q9P2F9
Q8WV44,O15060
Q8WV44,Q8TF50
Q8WV44,Q13875
Q8WV44,Q3B820
Q8WV44,Q8NDP4
Q8WV44,Q9HCK0
Q8WV44,Q15560
Q8WV44,Q8N0S2
Q8WV44,Q6ZNH5
Q8WV44,Q9H9D4
Q8WV44,Q86XF7
Q8WV44,Q8N8B7
Q8WV44,Q9H707
Q8WV44,Q8NCA9
Q8WV44,Q5T619
Q8WV44,Q96MX3
Q8WV44,Q3KQV3
Q8WV44,Q9H7E9
Q8WV44,Q8IZU1
Q8WV44,Q6P2D0
Q8WV44,Q9H7X3
Q8WV44,Q9UBU8
Q8WV44,Q9HBT8
Q8WV44,Q86X51
Q8WV44,P60410
Q8WV44,Q96EZ8
Q8WV44,Q9ULM2
Q8WV44,P15622
Q8WV44,Q9H4T2
Q8WV44,P52744
Q8WV44,Q8TD17
Q8WV44,P49910
Q8WV44,Q8N720
Q8WV44,Q14592
Q8WV44,O75290
Q8WV44,Q9NQZ8
Q8WV44,P58317
Q8WV44,Q9BRH9
Q8WV44,Q96SQ5
Q8WV44,Q6ZN57
Q8WV44,P10074
Q8WV44,P52741
Q8WV44,Q96S94
Q8WV44,-
Q8WV44,P29972
Q8WV44,Q86UD7
Q8WV44,Q9BSG1
Q96PV7,Q9UKZ1
Q96PV7,Q5MJ10
Q7L0R7,Q8TDS5
Q7L0R7,Q96LM6
Q7L0R7,Q15038
Q7L0R7,Q8IUB9
Q7L0R7,Q3MIV0
Q7L0R7,Q3LI72
Q7L0R7,Q3LI59
Q7L0R7,Q03989
Q7L0R7,Q9BYR8
Q7L0R7,Q3SYF9
Q7L591,Q92529
Q7L591,Q9NQ94
Q7L591,O43447
Q9ULW3,Q92997
Q9ULW3,Q8N8X9
Q9ULW3,Q2KHN1
Q9ULW3,Q9H2G4
Q6NYC8,Q68D86
Q6NYC8,O75031
Q6NYC8,Q9UKT9
Q6NYC8,Q8N6L0
Q6NYC8,Q92574
Q6NYC8,Q08379
Q6NYC8,A6NC98
Q6NYC8,P19012
Q6NYC8,Q7Z3Y8
Q6NYC8,P54257
Q6NYC8,Q8N0Z2
Q6NYC8,P17661
Q6NYC8,Q9H8W4
Q6NYC8,Q96CN9
Q6NYC8,O95751
Q6NYC8,Q8TD16
Q6NYC8,A1L4K1
Q6NYC8,P08779
Q6NYC8,Q9H257
Q6NYC8,A6NEM1
Q6NYC8,Q96DV4
Q6NYC8,Q8N1B4
Q6NYC8,Q08043
Q86T65,P07101
Q86T65,Q9NZI2
Q86T65,O14964
Q7Z6J4,Q9NS64
Q7Z6J4,Q58EX7
Q6Q6R5,Q13643
Q6DKI1,O95273
Q5VVH5,Q0D2K3
Q5VVH5,Q9BWG6
Q8IYS1,P48775
Q8IYS1,Q8IYX7
Q8IYS1,O14924
Q8IYS1,Q9BVN2
Q8IYS1,Q04864
Q8IYS1,Q8TDC0
Q8IYS1,Q8NE01
Q8IYS1,O95678
Q8IYS1,Q5D0E6
Q8IYS1,O15304
Q8IYS1,Q6PEX3
Q8IYS1,P23276
Q8IYS1,Q93015
Q8N228,O95833
Q5SYC1,Q7Z589
Q5SYC1,Q8NFF5
Q5SYC1,P15259
Q5SYC1,P68402
Q5SYC1,Q6ICB4
Q5SYC1,Q86SG5
Q5SYC1,Q99447
Q5SYC1,Q674X7
Q9NVV5,P27105
Q9NVV5,P48051
Q9NVV5,O95436
Q9NVV5,P07307
Q9NVV5,Q13113
Q9NVV5,Q13571
Q9NVV5,Q8TED1
Q9NVV5,Q7Z7G2
Q9NVV5,-
Q9NVV5,Q9GZY8
Q9NVV5,Q3SXY8
Q9NVV5,Q7Z5P4
Q9NVV5,Q9HC36
Q9NVV5,Q8TBE3
Q9NVV5,Q8TDT2
Q9NVV5,Q8WY91
Q9NVV5,Q96HE8
Q9NVV5,P07204
Q9NVV5,Q9BQA9
Q9NVV5,O95471
Q9NVV5,P05090
Q9NVV5,Q9H400
Q9NVV5,Q9Y320
Q9NVV5,A8MZ59
Q9NVV5,P43631
Q9NVV5,O75396
P63172,Q9BRX2
P63172,Q7L523
P63172,Q96HA8
P63172,Q99697
P63172,Q9H2F9
P63172,Q99424
P63172,Q9UBY9
P63172,Q9H2R5
P63172,Q8N8B7
P63172,P78324
P63172,-
Q15007,Q6UXT9
Q15007,Q7Z3I7
Q15007,P43364
Q15007,Q16600
Q15007,Q8N1B4
P01282,Q9UI47
P01282,Q9UHD9
Q9NYW8,Q9BWG6
Q9NYW8,O95967
Q9NYW8,Q8N9N8
Q9NYW8,Q5T619
Q9NYW8,Q9UBX3
Q9NYW8,Q13976
Q9NYW8,Q9H257
Q9NYW8,P58317
Q9NYW8,Q9Y4C2
Q9NYW8,P29972
Q02930,Q8WTU2
Q02930,O76081
